,0,1,2,3,4,5
1095,Hsa.3166,X78817,gene,1,N/A,H.sapiens partial C1 mRNA.
1096,Hsa.2558,X14830,gene,1,N/A,Human mRNA for muscle acetylcholine receptor beta-subunit.
1097,Hsa.6546,H20543,3' UTR,2a,51631,DIHYDROXYACETONE KINASE (Citrobacter freundii)
1098,Hsa.1651,M81933,gene,1,N/A,M-PHASE INDUCER PHOSPHATASE 1 (HUMAN);.
1099,Hsa.2777,Z23064,gene,1,N/A,H.sapiens mRNA gene for hnRNP G protein.
1100,Hsa.2868,R22779,3' UTR,1,130249,RAS-RELATED PROTEIN RAB-11 (HUMAN);.
1101,Hsa.1331,T51558,3' UTR,1,72223,PROCOLLAGEN ALPHA 1(I) CHAIN PRECURSOR (HUMAN).
1102,Hsa.10807,T56460,3' UTR,2a,72960,"""HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, GAMMA CHAIN PRECURSOR (Homo sapiens)                                                                                                                                                               """
1103,Hsa.41208,Z18538,gene,1,N/A,H.sapiens encoding skin-derived antileukoproteinase.
1104,Hsa.440,T40849,3' UTR,1,61286,"""P12805 G10 ,.                                                                                                                                                                                                                                  """
1105,Hsa.8131,H92182,3' UTR,2a,221774,"""RETINOIC ACID-BINDING PROTEIN I, CELLULAR (Bos taurus)                                                                                                                                                                                      """
1106,Hsa.1618,D43951,gene,1,N/A,"""Human mRNA (KIAA0099) for ORF (fruit fly pumilio gene-related), complete cds.                                                                                                                                                                        """
1107,Hsa.23677,R16543,3' UTR,2a,129600,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus)
1108,Hsa.27958,R52624,3' UTR,2a,39899,NEURON SPECIFIC CALCIUM-BINDING PROTEIN HIPPOCALCIN (Rattus norvegicus)
1109,Hsa.94,L08069,gene,1,N/A,"""Human heat shock protein, E. coli DnaJ homologue mRNA, complete cds.                                                                                                                                                                                   """
1110,Hsa.41338,D31716,gene,1,N/A,"""Human mRNA for GC box bindig protein, complete cds.                                                                                                                                                                                                 """
1111,Hsa.25481,R44363,3' UTR,2a,34509,EPIDERMAL GROWTH FACTOR PRECURSOR (Mus musculus)
1112,Hsa.1659,M81635,gene,1,N/A,"""Homo sapiens erythrocyte membrane protein mRNA, complete cds.                                                                                                                                                                                        """
1113,Hsa.2145,X76648,gene,1,N/A,H.sapiens mRNA for glutaredoxin.
1114,Hsa.39753,R97912,3' UTR,2a,200181,SERINE/THREONINE-PROTEIN KINASE IPL1 (Saccharomyces cerevisiae)
1115,Hsa.8532,H09089,3' UTR,2a,46378,SYNAPTIC VESICLE PROTEIN 2 (Rattus norvegicus)
1116,Hsa.1712,X17273,gene,1,N/A,Human HLA G (HLA 6.0) mRNA for non classical class I transplantation antigen.
1117,Hsa.8540,H11661,3' UTR,2a,48286,ZINC FINGER PROTEIN HRX (Homo sapiens)
1118,Hsa.2610,X59511,gene,1,N/A,H.sapiens mRNA for beta-spectrin (3' partial).
1119,Hsa.1030,T65758,3' UTR,1,80374,"""PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT, SOMATIC (HUMAN);.                                                                                                                                                                         """
1120,Hsa.37041,H45807,3' UTR,2a,188150,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus)
1121,Hsa.1283,M22488,gene,1,N/A,Human bone morphogenetic protein 1 (BMP-1) mRNA.
1122,Hsa.1467,J03004,gene,1,N/A,"""Human guanine nucleotide-binding regulatory protein (G) alpha-inhibitory-subunit mRNA, complete cds.                                                                                                                                                 """
1123,Hsa.2152,U10117,gene,1,N/A,"""Human endothelial-monocyte activating polypeptide II mRNA, complete cds.                                                                                                                                                                             """
1124,Hsa.809,T48612,3' UTR,1,69882,EOSINOPHIL GRANULE MAJOR BASIC PROTEIN PRECURSOR (HUMAN).
1125,Hsa.1893,M85038,gene,1,N/A,"""Human 35kD peroxisomal membrane protein mRNA, complete cds.                                                                                                                                                                                          """
1126,Hsa.11885,T62635,3' UTR,2a,79627,SIGNAL RECOGNITION PARTICLE 72 KD PROTEIN (Canis familiaris)
1127,Hsa.51,D11466,gene,1,N/A,N-ACETYLGLUCOSAMINYL-PHOSPHATIDYLINOSITOL BIOSYNTHETIC (HUMAN);.
1128,Hsa.3410,T55840,3' UTR,2a,77661,TUMOR-ASSOCIATED ANTIGEN L6 (Homo sapiens)
1129,Hsa.43225,H69819,3' UTR,2a,213233,GENERAL NEGATIVE REGULATOR OF TRANSCRIPTION SUBUNIT 1 (Saccharomyces cerevisiae)
1130,Hsa.376,U05572,gene,1,N/A,"""Human lysosomal alpha-mannosidase (MANB) mRNA, complete cds.                                                                                                                                                                                          """
1131,Hsa.432,L13689,gene,1,N/A,"""Human prot-oncogene (BMI-1) mRNA, complete cds.                                                                                                                                                                                                       """
1132,Hsa.37818,H47650,3' UTR,2a,193667,"""PTS SYSTEM, SUCROSE-SPECIFIC IIABC COMPONENT (Pediococcus pentosaceus)                                                                                                                                                                     """
1133,Hsa.9872,T50508,3' UTR,2a,77141,TRANSCRIPTION INITIATION PROTEIN SPT4 (Saccharomyces cerevisiae)
1134,Hsa.18321,R44887,3' UTR,2a,33869,NEDD5 PROTEIN (Mus musculus)
1135,Hsa.3648,T56690,3' UTR,2a,69419,CHLORINE CHANNEL PROTEIN P64 (Bos taurus)
1136,Hsa.612,M34175,gene,1,N/A,"""Human beta adaptin mRNA, complete cds.                                                                                                                                                                                                                """
1137,Hsa.3967,T56475,3' UTR,2a,72983,CUT9 PROTEIN (Schizosaccharomyces pombe)
1138,Hsa.7048,R56401,3' UTR,2a,40753,RAN-SPECIFIC GTPASE-ACTIVATING PROTEIN (Homo sapiens)
1139,Hsa.14976,T71612,3' UTR,2a,110328,"""PHOSPHOGLYCERATE MUTASE, BRAIN FORM (Rattus norvegicus)                                                                                                                                                                                    """
1140,Hsa.2986,X61587,gene,1,N/A,H.sapiens rhoG mRNA for GTPase.
1141,Hsa.2765,X72889,gene,1,N/A,H.sapiens hbrm mRNA.
1142,Hsa.1412,M22349,gene,1,N/A,"""Human neuron-specific gamma-2 enolase, complete cds.                                                                                                                                                                                                 """
1143,Hsa.393,X83228,gene,1,N/A,H.sapiens mRNA for LI-cadherin.
1144,Hsa.2101,L27476,gene,1,N/A,"""Human X104 mRNA, complete cds.                                                                                                                                                                                                                       """
1145,Hsa.32865,R76863,3' UTR,2a,143949,DNA-DIRECTED RNA POLYMERASE II LARGEST SUBUNIT (Caenorhabditis elegans)
1146,Hsa.326,U02020,gene,1,N/A,"""Human pre-B cell enhancing factor (PBEF) mRNA, complete cds.                                                                                                                                                                                          """
1147,Hsa.23565,R47976,3' UTR,1,153420,"""Human mRNA for 26S proteasome subunit p31, complete cds.                                                                                                                                                                                    """
1148,Hsa.10169,T52624,3' UTR,1,67178,H.sapiens mRNA for processing a-glucosidase I.
1149,Hsa.2609,X78549,gene,1,N/A,H.sapiens brk mRNA for tyrosine kinase.
1150,Hsa.3102,X71490,gene,1,N/A,"""H.sapiens mRNA for vacuolar proton ATPase, subunit D.                                                                                                                                                                                                """
1151,Hsa.8833,R93337,3' UTR,2a,275889,HOMEOTIC GENE REGULATOR (Drosophila melanogaster)
1152,Hsa.1047,R84411,3' UTR,1,194660,SMALL NUCLEAR RIBONUCLEOPROTEIN ASSOCIATED PROTEINS B AND B' (HUMAN);.
1153,Hsa.1325,M84349,gene,1,N/A,"""Human transmembrane protein (CD59) gene, exon 4.                                                                                                                                                                                                     """
1154,Hsa.27085,R36467,3' UTR,2a,136821,TRANSFORMING GROWTH FACTOR BETA 1 PRECURSOR (Homo sapiens)
1155,Hsa.2324,L41142,gene,1,N/A,"""Homo sapiens signal transducer and activator of transcription (STAT5) mRNA, complete cds.                                                                                                                                                            """
1156,Hsa.14595,R39010,3' UTR,2a,25204,COAGULATION FACTOR XIII B CHAIN PRECURSOR (Mus musculus)
1157,Hsa.17091,T89175,3' UTR,2a,110022,G1/S-SPECIFIC CYCLIN D1 (Homo sapiens)
1158,Hsa.2547,T62904,3' UTR,1,86074,3-KETOACYL-COA THIOLASE PEROXISOMAL PRECURSOR (HUMAN);.
1159,Hsa.904,R42798,3' UTR,1,32327,A34421 MALE-ENHANCED ANTIGEN - ;.
1160,Hsa.2035,X01410,gene,1,N/A,H.sapiens mRNA fragment for T-cell receptor beta chain D-J-C (JUR-beta 2).
1161,Hsa.35968,H27277,3' UTR,2a,158402,HOMEOBOX PROTEIN HOX-A4 (Homo sapiens)
1162,Hsa.313,U14394,gene,1,N/A,"""Human tissue inhibitor of metalloproteinases-3 mRNA, complete cds.                                                                                                                                                                                    """
1163,Hsa.1552,L31881,gene,1,N/A,"""Human nuclear factor I-X mRNA, complete cds.                                                                                                                                                                                                         """
1164,Hsa.42442,H63354,3' UTR,2a,209278,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus)
1165,Hsa.7348,R44740,3' UTR,2a,33826,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1 (Xenopus laevis)
1166,Hsa.1211,T68098,3' UTR,1,83115,ALPHA-1-ANTICHYMOTRYPSIN PRECURSOR (HUMAN);.
1167,Hsa.229,U04953,gene,1,N/A,"""Human isoleucyl-tRNA synthetase mRNA, complete cds.                                                                                                                                                                                                   """
1168,Hsa.43540,H71122,3' UTR,2a,214653,PROBABLE G PROTEIN-COUPLED RECEPTOR R334 FROM PITUITARY GLAND (Rattus norvegicus)
1169,Hsa.2756,X17644,gene,1,N/A,Human GST1-Hs mRNA for GTP-binding protein.
1170,Hsa.1787,U23852,gene,1,N/A,"""Human T-lymphocyte specific protein tyrosine kinase p56lck (lck) abberant mRNA, complete cds.                                                                                                                                                        """
1171,Hsa.1770,U18242,gene,1,N/A,"""Human calcium modulating cyclophilin ligand (CAMLG) mRNA, complete cds.                                                                                                                                                                              """
1172,Hsa.3118,M55543,gene,1,N/A,INTERFERON-INDUCED GUANYLATE-BINDING PROTEIN 2 (HUMAN);.
1173,Hsa.25533,R60906,3' UTR,2a,42186,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus)
1174,Hsa.36218,H29895,3' UTR,2a,190321,GUANINE NUCLEOTIDE-BINDING PROTEIN G(T) GAMMA-1 SUBUNIT (Homo sapiens)
1175,Hsa.11572,T60437,3' UTR,2a,78555,MITOCHONDRIAL PROCESSING PEPTIDASE BETA SUBUNIT PRECURSOR (Neurospora crassa)
1176,Hsa.2448,U07802,gene,1,N/A,"""Human Tis11d gene, complete cds.                                                                                                                                                                                                                     """
1177,Hsa.1530,J03143,gene,1,N/A,INTERFERON-GAMMA RECEPTOR ALPHA CHAIN PRECURSOR (HUMAN);.
1178,Hsa.2146,U20285,gene,1,N/A,"""Human Gps1 (GPS1) mRNA, complete cds.                                                                                                                                                                                                                """
1179,Hsa.7705,T90851,3' UTR,2a,112398,ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 4 (Rattus norvegicus)
1180,Hsa.2436,H80114,3' UTR,1,233334,"""Human nuclear localization sequence receptor hSRP1alpha mRNA, complete cds.                                                                                                                                                                  """
1181,Hsa.694,M61199,gene,1,N/A,"""Human cleavage signal 1 protein mRNA, complete cds.                                                                                                                                                                                                   """
1182,Hsa.1675,M69296,gene,1,N/A,"""Human estrogen receptor-related protein (variant ER from breast cancer) mRNA, complete cds.                                                                                                                                                          """
1183,Hsa.827,M18930,gene,1,N/A,SERINE PROTEASE HEPSIN (HUMAN);.
1184,Hsa.45210,H85528,3' UTR,2a,221928,RETINOBLASTOMA-LIKE PROTEIN 1 (Homo sapiens)
1185,Hsa.37553,H40269,3' UTR,2a,191778,PHOSPHOGLYCERATE KINASE 1 (Homo sapiens)
1186,Hsa.816,M37583,gene,1,N/A,"""Human histone (H2A.Z) mRNA, complete cds.                                                                                                                                                                                                             """
1187,Hsa.10967,T57535,3' UTR,1,75367,H.sapiens sds22-like mRNA.
1188,Hsa.23608,H24250,3' UTR,2a,52050,SEVENLESS PROTEIN (Drosophila melanogaster)
1189,Hsa.1957,T79616,3' UTR,1,113698,UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX UBIQUINONE-BINDING (HUMAN);.
1190,Hsa.32319,R70253,3' UTR,2a,155165,GUANINE NUCLEOTIDE DISSOCIATION STIMULATOR RALGDSA (Mus musculus)
1191,Hsa.3867,U35116,gene,1,N/A,"""Human ubiquitin isopeptidase T mRNA, complete cds.                                                                                                                                                                                                   """
1192,Hsa.12701,T65792,3' UTR,2a,80418,PROTEIN KINASE C-LIKE 2 (Caenorhabditis elegans)
1193,Hsa.60,D00762,gene,1,N/A,PROTEASOME COMPONENT C8 (HUMAN);.
1194,Hsa.6910,H04802,3' UTR,2a,43947,"""DIHYDROPRYRIDINE-SENSITIVE L-TYPE, SKELETAL MUSCLE CALCIUM CHANNEL GAMMA SUBUNIT (Homo sapiens)                                                                                                                                              """
1195,Hsa.103,D13315,gene,1,N/A,LACTOYLGLUTATHIONE LYASE (HUMAN);contains Alu repetitive element;.
1196,Hsa.1171,T71001,3' UTR,1,84082,PROLIFERATION-ASSOCIATED PROTEIN PAG (HUMAN);.
1197,Hsa.22461,R36973,3' UTR,2a,25940,IRON-RESPONSIVE ELEMENT BINDING PROTEIN (Oryctolagus cuniculus)
1198,Hsa.23124,R40717,3' UTR,2a,28088,MAJOR SURFACE ANTIGEN PRECURSOR (Hepatitis b virus)
1199,Hsa.42625,H65355,3' UTR,2a,210399,ANNEXIN II (Homo sapiens)
1200,Hsa.2530,X75304,gene,1,N/A,H.sapiens giantin mRNA.
1201,Hsa.1213,M55268,gene,1,N/A,"""Human casein kinase II alpha' subunit mRNA, complete cds.                                                                                                                                                                                            """
1202,Hsa.943,M31776,gene,1,N/A,"""Human brain natriuretic protein (BNP) gene, complete cds.                                                                                                                                                                                             """
1203,Hsa.24868,R46740,3' UTR,2a,36422,TRYPSIN CFT-1 PRECURSOR (Choristoneura fumiferana)
1204,Hsa.360,U09414,gene,1,N/A,"""Human zinc finger protein ZNF137 mRNA, complete cds.                                                                                                                                                                                                  """
1205,Hsa.974,M37721,gene,1,N/A,PEPTIDYL-GLYCINE ALPHA-AMIDATING MONOOXYGENASE PRECURSOR (HUMAN);contains Alu repetitive element;.
1206,Hsa.10308,R39144,3' UTR,2a,26598,HEAT SHOCK FACTOR PROTEIN 2 (Homo sapiens)
1207,Hsa.6030,H72965,3' UTR,2a,213942,26S PROTEASE REGULATORY SUBUNIT 7 (Homo sapiens)
1208,Hsa.7203,R96357,3' UTR,2a,197929,POLYADENYLATE-BINDING PROTEIN (Xenopus laevis)
1209,Hsa.442,R55310,3' UTR,1,154810,S36390 MITOCHONDRIAL PROCESSING PEPTIDASE ;.
1210,Hsa.2962,T92259,3' UTR,1,118111,PROTEASOME IOTA CHAIN (HUMAN);.
1211,Hsa.40619,H51196,3' UTR,2a,179691,INSULIN RECEPTOR-RELATED RECEPTOR PRECURSOR (Cavia porcellus)
1212,Hsa.1994,M93651,gene,1,N/A,SET PROTEIN (HUMAN);contains Alu repetitive element;.
1213,Hsa.3020,X57830,gene,1,N/A,H.sapiens serotonin 5-HT2 receptor mRNA.
1214,Hsa.9190,T47213,3' UTR,2a,74947,APOLIPOPROTEIN B MRNA EDITING PROTEIN (Rattus norvegicus)
1215,Hsa.6438,R61324,3' UTR,2a,42469,GALACTOSYLTRANSFERASE ASSOCIATED PROTEIN KINASE P58/GTA (Homo sapiens)
1216,Hsa.11854,T62067,3' UTR,2a,85658,COMPLEMENT C3 PRECURSOR (Mus musculus)
1217,Hsa.8551,R56443,3' UTR,2a,40981,TRANS-ACTING TRANSCRIPTIONAL PROTEIN ICP0 (Herpes simplex virus)
1218,Hsa.3269,X80497,gene,1,N/A,H.sapiens PHKLA mRNA.
1219,Hsa.16443,T83361,3' UTR,2a,116665,GAMMA INTERFERON INDUCED MONOKINE PRECURSOR (Homo sapiens)
1220,Hsa.8214,R62549,3' UTR,2a,138906,PUTATIVE SERINE/THREONINE-PROTEIN KINASE B0464.5 IN CHROMOSOME III (Caenorhabditis elegans)
1221,Hsa.2183,U20582,gene,1,N/A,"""Human actin-like peptide mRNA, partial cds.                                                                                                                                                                                                          """
1222,Hsa.3010,Z29677,gene,1,N/A,H.sapiens mRNA for ras-related GTP-binding protein.
1223,Hsa.2997,X12791,gene,1,N/A,Human mRNA for 19kD protein of signal recognition particle (SRP).
1224,Hsa.27341,R46528,3' UTR,2a,152392,TRANS-ACTING TRANSCRIPTIONAL PROTEIN ICP4 (Equine herpesvirus type 1)
1225,Hsa.1670,M23419,gene,1,N/A,INITIATION FACTOR 5A (HUMAN);contains element PTR5 repetitive element ;.
1226,Hsa.8040,T96873,3' UTR,2a,121343,HYPOTHETICAL PROTEIN IN TRPE 3'REGION (Spirochaeta aurantia)
1227,Hsa.36649,U28049,gene,1,N/A,"""Human TBX2 (TXB2) mRNA, complete cds.                                                                                                                                                                                                               """
1228,Hsa.2339,X00588,gene,1,N/A,Human mRNA for precursor of epidermal growth factor receptor.
1229,Hsa.2922,X69910,gene,1,N/A,H.sapiens p63 mRNA for transmembrane protein.
1230,Hsa.8175,H49870,3' UTR,2a,178915,MAD PROTEIN (Homo sapiens)
1231,Hsa.119,D14661,gene,1,N/A,"""Human mRNA for ORF, complete cds.                                                                                                                                                                                                                     """
1232,Hsa.7499,R56207,3' UTR,2a,40639,SODIUM CHANNEL PROTEIN PARA (Drosophila melanogaster)
1233,Hsa.22347,R19361,3' UTR,2a,129885,INSULIN-INDUCED GROWTH RESPONSE PROTEIN CL-6 (Rattus norvegicus)
1234,Hsa.399,U29175,gene,1,N/A,"""Human estrogen receptor (BRG1) mRNA, complete cds.                                                                                                                                                                                                    """
1235,Hsa.290,U03090,gene,1,N/A,"""Human Ca2+-dependent phospholipase A2 mRNA, complete cds.                                                                                                                                                                                             """
1236,Hsa.2956,T79473,3' UTR,1,114097,PROTEIN PHOSPHATASE PP-X (HUMAN);.
1237,Hsa.3271,X89416,gene,1,N/A,H.sapiens mRNA for protein phosphatase 5.
1238,Hsa.1383,L37112,gene,1,N/A,"""Homo sapiens vasopressin V3 receptor mRNA, complete cds.                                                                                                                                                                                             """
1239,Hsa.19945,T99080,3' UTR,2a,122808,"""ACYLPHOSPHATASE, ORGAN-COMMON TYPE ISOZYME (Homo sapiens)                                                                                                                                                                                  """
1240,Hsa.13628,T64885,3' UTR,2a,66711,GENERAL NEGATIVE REGULATOR OF TRANSCRIPTION SUBUNIT 1 (Saccharomyces cerevisiae)
1241,Hsa.1403,D26600,gene,1,N/A,"""Human mRNA for proteasome subunit HsN3, complete cds.                                                                                                                                                                                                """
1242,Hsa.2530,X75304,gene,1,N/A,H.sapiens giantin mRNA.
1243,Hsa.2591,X53461,gene,1,N/A,Human mRNA for upstream binding factor (hUBF).
1244,Hsa.44676,H81802,3' UTR,2a,219929,VAV ONCOGENE (Homo sapiens)
1245,Hsa.2585,X52151,gene,1,N/A,"""Homo sapiens arylsulphatase A mRNA, complete cds.                                                                                                                                                                                                    """
1246,Hsa.2553,X74295,gene,1,N/A,H.sapiens mRNA for alpha 7B integrin.
1247,Hsa.1617,D43950,gene,1,N/A,"""Human mRNA (KIAA0098) for ORF (human counterpart of mouse chaperonin containing TCP-1 gene), partial cds.                                                                                                                                            """
1248,Hsa.1550,M59371,gene,1,N/A,TYROSINE-PROTEIN KINASE RECEPTOR ECK PRECURSOR (HUMAN);.
1249,Hsa.34428,H09665,3' UTR,2a,46546,LAMIN B RECEPTOR (Gallus gallus)
1250,Hsa.41281,X90828,gene,1,N/A,"""H.sapiens mRNA for transcription factor, Lbx1.                                                                                                                                                                                                      """
1251,Hsa.15101,T75577,3' UTR,2a,112940,1D-MYO-INOSITOL-TRISPHOSPHATE 3-KINASE B (Homo sapiens)
1252,Hsa.37931,R86960,3' UTR,2a,197429,PUTATIVE SERINE/THREONINE-PROTEIN KINASE C07A9.3 IN CHROMOSOME III (Caenorhabditis elegans)
1253,Hsa.2748,X54232,gene,1,N/A,Human mRNA for heparan sulfate proteaglycan (glypican).
1254,Hsa.14973,T71574,3' UTR,2a,110321,PROTEIN-TYROSINE PHOSPHATASE DELTA (Homo sapiens)
1255,Hsa.2451,U22055,gene,1,N/A,"""Human 100 kDa coactivator mRNA, complete cds.                                                                                                                                                                                                        """
1256,Hsa.1408,J02645,gene,1,N/A,TRANSLATIONAL INITIATION FACTOR 2 ALPHA SUBUNIT (HUMAN);.
1257,Hsa.5211,R67358,3' UTR,2a,141200,MAP KINASE PHOSPHATASE-1 (Homo sapiens)
1258,Hsa.24867,R46739,3' UTR,2a,36421,HLA-B-ASSOCIATED TRANSCRIPT 3 (Homo sapiens)
1259,Hsa.36655,X89986,gene,1,N/A,H.sapiens mRNA for NBK apoptotic inducer protein.
1260,Hsa.718,J03490,gene,1,N/A,"""Human lipoamide dehydrogenase mRNA, complete cds.                                                                                                                                                                                                     """
1261,Hsa.728,J03239,gene,1,N/A,"""Human c-erbA-alpha-2 gene encoding thyroid hormone receptor type alpha-2 mRNA, complete cds, clone hTR-alpha-2.                                                                                                                                       """
1262,Hsa.8781,T40454,3' UTR,2a,60221,ANTIGENIC SURFACE DETERMINANT PROTEIN OA3 PRECURSOR (Homo sapiens)
1263,Hsa.22242,H47107,3' UTR,2a,193455,MITOCHONDRIAL PROTEIN IMPORT PROTEIN 2 (Saccharomyces cerevisiae)
1264,Hsa.4153,H11374,3' UTR,2a,47526,14-3-3-LIKE PROTEIN (Xenopus laevis)
1265,Hsa.2774,Z17240,gene,1,N/A,Homo sapiens for mRNA encoding HMG2B.
1266,Hsa.746,M28697,gene,1,N/A,"""Human low-affinity IgG Fc receptor (alpha-Fc-gamma-RII) mRNA, complete cds.                                                                                                                                                                           """
1267,Hsa.35471,H46994,3' UTR,2a,178093,VERPROLIN (Saccharomyces cerevisiae)
1268,Hsa.981,L11373,gene,1,N/A,"""Human protocadherin 43 mRNA, complete cds for abbreviated PC43.                                                                                                                                                                                       """
1269,Hsa.1005,L07592,gene,1,N/A,PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR BETA (HUMAN);contains MER39 repetitive element ;.
1270,Hsa.2549,X81817,gene,1,N/A,H.sapiens BAP31 mRNA.
1271,Hsa.1682,M92843,gene,1,N/A,TRISTETRAPROLINE (HUMAN);.
1272,Hsa.14484,H23005,3' UTR,2a,52386,ANNEXIN VII (Homo sapiens)
1273,Hsa.20609,R71251,3' UTR,2a,143073,TYPE-1A ANGIOTENSIN II RECEPTOR (Homo sapiens)
1274,Hsa.2053,L10386,gene,1,N/A,"""Homo sapiens transglutaminase E3 (TGASE3) mRNA, complete cds.                                                                                                                                                                                        """
1275,Hsa.5130,H45977,3' UTR,2a,177774,HOMEOTIC GENE REGULATOR (Drosophila melanogaster)
1276,Hsa.2772,X75535,gene,1,N/A,H.sapiens mRNA for hk33.
1277,Hsa.5141,D63876,gene,1,N/A,Human mRNA for ORF.
1278,Hsa.3165,X68149,gene,1,N/A,H.sapiens BLR1 gene for Burkitt's lymphoma receptor 1.
1279,Hsa.1280,X16354,gene,1,N/A,Human mRNA for transmembrane carcinoembryonic antigen BGPa (formerly TM1-CEA).
1280,Hsa.2793,X68194,gene,1,N/A,H.sapiens h-Sp1 mRNA.
1281,Hsa.1972,L25081,gene,1,N/A,TRANSFORMING PROTEIN RHOC (HUMAN);.
1282,Hsa.2847,Y00711,gene,1,N/A,L-LACTATE DEHYDROGENASE H CHAIN (HUMAN);.
1283,Hsa.617,J04474,gene,1,N/A,"""Human branched chain alpha-keto acid dehydrogenase mRNA, 3' end.                                                                                                                                                                                      """
1284,Hsa.1479,X12496,gene,1,N/A,Human mRNA for erythrocyte membrane sialoglycoprotein beta (glycophorin C).
1285,Hsa.421,D16294,gene,1,N/A,"""Human mRNA for mitochondrial 3-oxoacyl-CoA thiolase, complete cds.                                                                                                                                                                                    """
1286,Hsa.31794,R67027,3' UTR,2a,140391,MACROPHAGE MIGRATION INHIBITORY FACTOR (Homo sapiens)
1287,Hsa.2862,X67155,gene,1,N/A,MITOTIC KINESIN-LIKE PROTEIN-1 (HUMAN);contains Alu repetitive element;.
1288,Hsa.25777,R62459,3' UTR,2a,36678,"""TROPONIN C, ISOFORM 2 (Balanus nubilis)                                                                                                                                                                                                     """
1289,Hsa.2178,L40027,gene,1,N/A,"""Homo sapiens glycogen synthase kinase 3 mRNA, complete cds.                                                                                                                                                                                          """
1290,Hsa.1875,L06175,gene,1,N/A,"""Homo Sapiens P5-1 mRNA, complete cds.                                                                                                                                                                                                                """
1291,Hsa.619,R45942,3' UTR,1,33943,BETA GALACTOSIDASE-RELATED PROTEIN PRECURSOR (HUMAN);.
1292,Hsa.11673,H23544,3' UTR,2a,51894,GTP-BINDING NUCLEAR PROTEIN RAN (Homo sapiens)
1293,Hsa.41187,U21049,gene,1,N/A,"""Human DD96 mRNA, complete cds.                                                                                                                                                                                                                      """
1294,Hsa.22,X57974,gene,1,N/A,H.sapiens mRNA for keratinocyte transglutaminase.
1295,Hsa.401,X82166,gene,1,N/A,H.sapiens mRNA for cystathionine-beta-synthase.
1296,Hsa.42357,H62828,3' UTR,2a,208357,ATP SYNTHASE A CHAIN (Trypanosoma brucei brucei)
1297,Hsa.2509,D13630,gene,1,N/A,"""Human mRNA for ORF, complete cds.                                                                                                                                                                                                                    """
1298,Hsa.20609,R71251,3' UTR,2a,143073,TYPE-1A ANGIOTENSIN II RECEPTOR (Homo sapiens)
1299,Hsa.18787,T94885,3' UTR,2a,119483,CARBOXYPEPTIDASE H PRECURSOR (Homo sapiens)
1300,Hsa.15598,H04333,3' UTR,2a,148337,EUKARYOTIC INITIATION FACTOR 5 (Rattus norvegicus)
1301,Hsa.1885,M62762,gene,1,N/A,VACUOLAR ATP SYNTHASE 16 KD PROTEOLIPID SUBUNIT (HUMAN);.
1302,Hsa.1517,L20431,gene,1,N/A,"""Homo sapiens Huntington disease-associated protein (HD) mRNA, complete cds.                                                                                                                                                                          """
1303,Hsa.43894,H73908,3' UTR,2a,214839,METALLOTHIONEIN-IA (Bos taurus)
1304,Hsa.975,D78152,gene,1,N/A,Human mRNA for annexin IV (carbohydrate-binding protein p33/41).
1305,Hsa.367,D17400,gene,1,N/A,"""Human mRNA for 6-pyruvoyl-tetrahydropterin synthase, complete cds.                                                                                                                                                                                    """
1306,Hsa.1635,H42927,3' UTR,1,177549,"""Homo sapiens DNA-binding protein (APRF) mRNA, complete cds.                                                                                                                                                                                  """
1307,Hsa.2483,D14665,gene,1,N/A,"""Human mRNA for ORF, complete cds.                                                                                                                                                                                                                    """
1308,Hsa.1705,M65209,gene,1,N/A,"""Human transcription factor 4, Helix-loop-helix transcription factor 4 (HTF4/TCF12) mRNA, 3' end.                                                                                                                                                     """
1309,Hsa.37983,R87747,3' UTR,2a,197624,PUTATIVE 101.3 KD TRANSCRIPTIONAL REGULATORY PROTEIN IN CUP1-CPR2 INTERGENIC REGION (Saccharomyces cerevisiae)
1310,Hsa.1422,M13450,gene,1,N/A,"""Human esterase D mRNA, 3'end.                                                                                                                                                                                                                        """
1311,Hsa.1701,M86934,gene,1,N/A,"""Human GS1 (protein of unknown function) mRNA, complete cds.                                                                                                                                                                                          """
1312,Hsa.7459,T84481,3' UTR,2a,111401,PHOSPHORYLASE B KINASE BETA REGULATORY CHAIN (Oryctolagus cuniculus)
1313,Hsa.2471,H20512,3' UTR,1,173142,H.sapiens mRNA for Sm protein G.
1314,Hsa.1509,M97676,gene,1,N/A,"""Homo sapiens (region 7) homeobox protein (HOX7) mRNA, complete cds.                                                                                                                                                                                  """
1315,Hsa.40957,H54091,3' UTR,2a,202915,CASEIN KINASE I HOMOLOG HHP2 (Schizosaccharomyces pombe)
1316,Hsa.6484,T95046,3' UTR,2a,120085,PROTEASE DO PRECURSOR (Escherichia coli)
